indent,names,kind,pop_mil,lat,lon,iana,gv_id
                ,mornington island,city,,-16.663,139.178,ONG,1576
                ,roma,city,,-26.545,148.775,RMA,1581
                ,derby,city,,-17.581,123.828,DCN,1582
                ,doomadgee mission,city,,-17.940,138.822,DMD,1584
                ,naracoorte,city,,-36.985,140.725,NAC,1585
                ,kowanyama,city,,-15.486,141.751,KWM,1588
                ,portland (au),city,,-38.318,141.471,PTJ,1591
                ,maningrida,city,,-12.056,134.234,MNG,1592
                ,paraburdoo,city,,-23.171,117.745,PBO,1593
                ,avalon,city,,-38.039,144.469,AVV,1594
                ,spring creek,city,,,,SCG,1598
                ,cunnamulla,city,,-28.030,145.622,CMA,1599
                ,aurukun ,city,,-13.354,141.721,AUU,1601
                ,king island,city,,-39.877,143.878,KNS,1602
                ,argyle,city,,-16.637,128.451,GYL,1606
                ,nhulunbuy,city,,-12.269,136.818,GOV,1607
                ,narrandera,city,,-34.702,146.512,NRA,1608
                ,sydney (au),city,,-33.946,151.177,SYD,1612
                ,lord howe island,city,,-31.538,159.077,LDH,1614
                ,lockhart river,city,,-12.787,143.305,IRG,1619
                ,elcho island,city,,-12.019,135.571,ELC,1625
                ,cobar,city,,-31.538,145.794,CAZ,1628
                ,newman,city,,-23.418,119.803,ZNE,1631
                ,dunk island,city,,-17.942,146.140,DKI,1632
                ,hamilton island,city,,-20.358,148.952,HTI,1633
                ,ayers rock,city,,-25.186,130.976,AYQ,1634
                ,milingimbi island,city,,-12.094,134.894,MGT,1636
                ,groote eylandt,city,,-13.975,136.460,GTE,1637
                ,the granites,city,,,,GTS,1638
                ,geraldton (au),city,,-28.796,114.707,GET,1641
                ,richmond (au),city,,-20.702,143.115,RCM,1643
                ,moruya,city,,-35.898,150.144,MYA,1644
                ,blackall,city,,-24.428,145.429,BKQ,1647
                ,melbourne (au),city,,-37.673,144.843,MEL,1648
                ,kingscote,city,,-35.714,137.521,KGC,1649
                ,kalgoorlie boulder,city,,-30.789,121.462,KGI,1650
                ,coober pedy,city,,-29.040,134.721,CPD,1651
                ,normanton,city,,-17.684,141.070,NTN,1653
                ,flinders island,city,,-40.092,147.993,FLS,1654
                ,albany,city,,-34.943,117.809,ALH,1656
                ,newcastle (au),city,,-32.795,151.834,NTL,1657
                ,horn island,city,,-10.586,142.290,HID,1659
                ,orange,city,,-33.382,149.133,OAG,1663
                ,arrabury,city,,,,AAB,1668
                ,solomon,city,,-22.255,117.763,SLJ,1669
                ,grafton,city,,-29.759,153.030,GFN,1670
                ,sunshine coast,city,,-26.603,153.091,MCY,1671
                ,mcarthur river mine,city,,-16.442,136.084,MCV,1672
                ,griffith,city,,-34.251,146.067,GFF,1673
                ,learmonth,city,,-22.236,114.089,LEA,1674
                ,mount hotham,city,,-37.048,147.334,MHU,1676
                ,olympic dam,city,,-30.485,136.877,OLP,1677
                ,julia creek,city,,-20.668,141.723,JCK,1679
                ,mount gunson,city,,,,GSN,1681
                ,st george (au),city,,-28.050,148.595,SGO,1682
                ,coen,city,,-13.761,143.113,CUQ,1689
                ,winton,city,,-22.364,143.086,WIN,1690
                ,australian capital territory|federal capital territory,state,
                    ,canberra,city,0.328,-35.307,149.195,CBR,1655
                ,new south wales,state,
                    ,coffs harbour,city,0.063,-30.321,153.116,CFS,1577
                    ,dubbo,city,0.032,-32.217,148.575,DBO,1578
                    ,wagga wagga,city,0.055,-35.165,147.466,WGA,1600
                    ,merimbula,city,0.006,-36.909,149.901,MIM,1609
                    ,ballina,city,0.014,-28.834,153.562,BNK,1610
                    ,moree,city,0.008,-29.499,149.845,MRZ,1617
                    ,narrabri,city,0.007,-30.319,149.827,NAA,1620
                    ,taree,city,0.044,-31.889,152.514,TRO,1624
                    ,port macquarie,city,0.049,-31.436,152.863,PQQ,1630
                    ,tamworth,city,0.039,-31.084,150.847,TMW,1642
                    ,albury,city,0.104,-36.068,146.958,ABX,1660
                    ,broken hill,city,0.017,-32.001,141.472,BHQ,1662
                    ,parkes,city,0.011,-33.131,148.239,PKE,1665
                    ,mudgee,city,0.005,-32.562,149.611,DGE,1667
                    ,armidale,city,0.023,-30.528,151.617,ARM,1680
                    ,cooma,city,0.007,-36.301,148.974,OOM,1693
                ,victoria,state,
                    ,mildura,city,0.048,-34.229,142.086,MQL,1583
                ,queensland,state,
                    ,bedourie,city,0.000,-24.346,139.460,BEU,1570
                    ,charleville,city,0.002,-26.413,146.262,CTL,1573
                    ,burketown,city,0.000,-17.749,139.534,BUC,1586
                    ,moranbah,city,0.010,-22.058,148.077,MOV,1587
                    ,toowoomba,city,0.093,-27.543,151.916,TWB,1596
                    ,thargomindah,city,0.000,-27.986,143.811,XTG,1597
                    ,brisbane,city,1.860,-27.384,153.117,BNE,1603
                    ,mount isa,city,0.033,-20.664,139.489,ISA,1605
                    ,emerald,city,0.009,-23.567,148.179,EMD,1613
                    ,biloela,city,0.006,,,ZBL,1616
                    ,boulia,city,0.001,-22.913,139.900,BQL,1623
                    ,cloncurry,city,0.001,-20.669,140.504,CNJ,1626
                    ,townsville,city,0.139,-19.253,146.765,TSV,1627
                    ,mackay,city,0.076,-21.172,149.180,MKY,1629
                    ,hervey bay,city,0.025,-25.319,152.880,HVB,1639
                    ,gladstone,city,0.030,-23.870,151.223,GLT,1645
                    ,weipa,city,0.003,-12.679,141.925,WEI,1658
                    ,hughenden,city,0.000,-20.815,144.225,HGD,1666
                    ,windorah,city,0.000,-25.413,142.667,WNR,1675
                    ,birdsville,city,0.000,-25.897,139.348,BVI,1683
                    ,cairns,city,0.154,-16.886,145.755,CNS,1684
                    ,rockhampton,city,0.066,-23.382,150.475,ROK,1685
                    ,barcaldine,city,0.001,-23.565,145.307,BCI,1686
                    ,bundaberg,city,0.052,-24.904,152.319,BDB,1687
                    ,longreach,city,0.003,-23.434,144.280,LRE,1688
                    ,gold coast,city,0.528,-28.164,153.505,OOL,1691
                    ,quilpie,city,0.001,-26.612,144.253,ULP,1692
                ,south australia,state,
                    ,whyalla,city,0.023,-33.059,137.514,WYA,1580
                    ,adelaide,city,1.145,-34.945,138.531,ADL,1595
                    ,mount gambier,city,0.023,-37.746,140.785,MGB,1646
                    ,port augusta,city,0.014,-32.507,137.717,PUG,1652
                    ,ceduna,city,0.002,-32.131,133.710,CED,1664
                    ,port lincoln,city,0.014,-34.605,135.880,PLO,1678
                ,western australia,state,
                    ,ravensthorpe,city,0.001,-33.797,120.208,RVT,1590
                    ,kalbarri,city,0.002,-27.693,114.259,KAX,1604
                    ,kununurra,city,0.006,-15.778,128.708,KNX,1611
                    ,perth,city,1.532,-31.940,115.967,PER,1615
                    ,esperance,city,0.008,-33.684,121.823,EPR,1621
                    ,busselton,city,0.010,-33.688,115.402,BQB,1622
                    ,broome,city,0.013,-17.945,122.232,BME,1635
                    ,port hedland,city,0.014,-20.378,118.626,PHE,1640
                    ,karratha,city,0.017,-20.712,116.773,KTA,1661
                ,tasmania,state,
                    ,burnie,city,0.020,-40.999,145.731,BWT,1569
                    ,launceston,city,0.072,-41.545,147.214,LST,1571
                    ,devonport,city,0.019,-41.170,146.430,DPO,1575
                    ,hobart,city,0.081,-42.836,147.510,HBA,1618
                ,northern territory,state,
                    ,alice springs,city,0.028,-23.807,133.902,ASP,1579
                    ,darwin,city,0.093,-12.415,130.877,DRW,1589
            ,new zealand,country,
                ,queenstown,city,,-45.021,168.739,ZQN,3037
                ,hamilton (nz),city,,-37.867,175.332,HLZ,3038
                ,kerikeri,city,0.006,-35.263,173.912,KKE,3039
                ,whakatane,city,0.019,-37.921,176.914,WHK,3040
                ,christchurch,city,0.363,-43.489,172.532,CHC,3041
                ,chatham island,city,,-43.810,-176.457,CHT,3042
                ,taupo,city,0.023,-38.740,176.084,TUO,3043
                ,wanaka,city,0.005,-44.722,169.246,WKA,3044
                ,mount cook,city,,-43.765,170.133,MON,3045
                ,auckland,city,1.377,-37.008,174.792,AKL,3046
                ,kaitaia,city,0.005,-35.070,173.285,KAT,3047
                ,wanganui,city,,-39.962,175.025,WAG,3048
                ,nelson,city,0.061,-41.298,173.221,NSN,3049
                ,masterton,city,0.020,-40.973,175.634,MRO,3050
                ,gisborne,city,0.034,-38.663,177.978,GIS,3051
                ,new plymouth,city,0.052,-39.009,174.179,NPL,3052
                ,napier hastings,city,,-39.466,176.870,NPE,3053
                ,hokitika,city,0.003,-42.714,170.985,HKK,3054
                ,westport,city,,-41.738,171.581,WSZ,3055
                ,invercargill,city,0.049,-46.412,168.313,IVC,3056
                ,wellington,city,0.393,-41.327,174.805,WLG,3057
                ,whangarei,city,0.052,-35.768,174.365,WRE,3058
                ,blenheim,city,0.030,-41.518,173.870,BHE,3059
                ,palmerston north,city,0.082,-40.321,175.617,PMR,3060
                ,dunedin,city,0.118,-45.928,170.198,DUD,3061
                ,timaru,city,0.027,-44.303,171.225,TIU,3062
                ,tauranga,city,0.121,-37.672,176.196,TRG,3063
        ,melanesia,region,
            ,fiji,country,
                ,taveuni island,city,,-16.691,-179.877,TVU,1181
                ,vanuabalavu island,city,,-17.269,-178.976,VBV,1182
                ,suva,city,0.175,-18.043,178.559,SUV,1183
                ,nadi,city,0.042,-17.755,177.443,NAN,1184
                ,rotuma island,city,,-12.483,177.071,RTA,1185
                ,lakeba island,city,,-18.199,-178.817,LKB,1186
                ,cicia island,city,,-17.743,-179.342,ICI,1187
                ,yasawa island,city,,-16.759,177.545,YAS,1188
                ,kadavu island,city,,-19.058,178.157,KDV,1189
                ,labasa,city,0.024,-16.467,179.340,LBS,1190
            ,vanuatu,country,
                ,port vila,city,0.044,-17.699,168.320,VLI,1315
                ,tanna,city,,-19.455,169.224,TAH,1316
                ,aneityum,city,,-20.249,169.771,AUY,1317
                ,ipota,city,,-18.856,169.283,IPA,1318
                ,futuna island,city,,-19.516,170.232,FTA,1319
                ,espiritu santo,city,,-15.505,167.220,SON,1320
                ,longana,city,,-15.307,167.967,LOD,1321
                ,torres,city,,-13.328,166.638,TOH,1322
                ,olpoi,city,,-14.882,166.558,OLJ,1323
                ,sola,city,,-13.852,167.537,SLH,1324
                ,norsup,city,,-16.080,167.401,NUS,1325
            ,papua new guinea,country,
                ,manus island,city,,-2.062,147.424,MAS,2974
                ,madang,city,0.062,-5.207,145.789,MAG,2975
                ,losuia,city,,,,LSA,2976
                ,kokoda,city,,,,KKD,2977
                ,lihir island,city,,,,LNV,2978
                ,port moresby,city,0.284,-9.443,147.220,POM,2979
                ,bulolo,city,,-7.216,146.650,BUL,2980
                ,buka,city,,-5.422,154.673,BUA,2981
                ,kerema,city,0.006,-7.964,145.771,KMA,2982
                ,tabubil,city,,-5.279,141.226,TBG,2983
                ,vanimo,city,0.011,-2.693,141.303,VAI,2984
                ,tufi,city,,,,TFI,2985
                ,popondetta,city,0.028,-8.805,148.309,PNP,2986
                ,wewak,city,0.025,-3.584,143.669,WWK,2987
                ,sangapi,city,,,,SGK,2988
                ,alotau,city,0.012,-10.311,150.334,GUR,2989
                ,misima island,city,,-10.689,152.838,MIS,2990
                ,moro,city,,-6.363,143.238,MXH,2991
                ,ama,city,,,,AMF,2992
                ,lae,city,0.131,-6.570,146.726,LAE,2993
                ,mendi,city,0.026,-6.148,143.657,MDU,2994
                ,mount hagen,city,0.059,-5.827,144.296,HGU,2995
                ,kiunga,city,,-6.126,141.282,UNG,2996
                ,rabaul,city,0.008,-4.340,152.380,RAB,2997
                ,balimo,city,,-8.050,142.933,OPU,2998
                ,goroka,city,0.040,,,GKA,2999
                ,tari,city,,-5.845,142.948,TIZ,3000
                ,hoskins,city,0.001,-5.462,150.405,HKN,3001
                ,kavieng,city,0.020,-2.579,150.808,KVG,3002
                ,daru,city,0.015,-9.087,143.208,DAU,3003
            ,solomon islands,country,
                ,choiseul bay,city,,-6.712,156.396,CHY,3020
                ,mono island,city,,-7.417,155.565,MNY,3021
                ,santa cruz island,city,,-10.720,165.795,SCZ,3022
                ,suavanao,city,,-7.586,158.731,VAO,3023
                ,balalae,city,,-6.991,155.887,BAS,3024
                ,auki,city,,-8.703,160.682,AKS,3025
                ,fera island,city,,-8.107,159.577,FRE,3026
                ,rennell island,city,,-11.534,160.063,RNL,3027
                ,marau,city,,-9.862,160.825,RUS,3028
                ,kirakira,city,,-10.450,161.898,IRA,3029
                ,gizo,city,0.006,-8.098,156.864,GZO,3030
                ,santa ana island,city,,-10.848,162.454,NNB,3031
                ,kagau island,city,,-7.330,157.585,KGE,3032
                ,honiara,city,0.076,-9.428,160.055,HIR,3033
                ,seghe,city,,-8.579,157.876,EGM,3034
                ,munda,city,,-8.328,157.263,MUA,3035
                ,arona,city,,-9.861,161.980,RNA,3036
            ,new caledonia,country,
                ,ouvea,city,,-20.641,166.573,UVE,3167
